Class,Subject,Term,Medium,Tamil_Term,English_Term,Needs_Human_Review
Class 6,Maths,Term 3,English,வழிமுறை / படிமுறை,Algorithm,True
Class 6,Maths,Term 3,English,எண் க�ோடு,Number line,True
Class 6,Maths,Term 3,English,தEோராயமாக,Approximate,True
Class 6,Maths,Term 3,English,எதிரெண்,Opposite number,True
Class 6,Maths,Term 3,English,பரபபளவு,Area,True
Class 6,Maths,Term 3,English,வெளிப்புற எல்லை,Outer boundary,True
Class 6,Maths,Term 3,English,ஏறுவரிசை,Ascending order,True
Class 6,Maths,Term 3,English,நீள் வடிவம்,Oval shape,True
Class 6,Maths,Term 3,English,சமச்சீரற்ற,Asymmetrical,True
Class 6,Maths,Term 3,English,சுற்றளவு,Perimeter,True
Class 6,Maths,Term 3,English,சமச்சீர் அச்சு,Axis of symmetry,True
Class 6,Maths,Term 3,English,மிகை முழுககள்,Positive integers,True
Class 6,Maths,Term 3,English,அடிபபககம்,Base,True
Class 6,Maths,Term 3,English,மிகை எண்,Positive number,True
Class 6,Maths,Term 3,English,எல்லை,Boundary,True
Class 6,Maths,Term 3,English,முன்னி,Predecessor,True
Class 6,Maths,Term 3,English,தகு பினனம்,Proper fraction,True
Class 6,Maths,Term 3,English,அகலம்,Breadth,True
Class 6,Maths,Term 3,English,தலை லைகீழி,Reciprocal,True
Class 6,Maths,Term 3,English,மூடிய உருவம்,Closed figure,True
Class 6,Maths,Term 3,English,செவவகம்,Rectangle,True
Class 6,Maths,Term 3,English,கூட்டு வடிவஙகள்,Combined shapes,True
Class 6,Maths,Term 3,English,எதிர�ொளிப்பு,Reflection,True
Class 6,Maths,Term 3,English,அடுத்தடுத்த,Consecutive,True
Class 6,Maths,Term 3,English,எதிர�ொளிப்பு சமச்சீர்,Reflection symmetry,False
Class 6,Maths,Term 3,English,இறங்குவரிசை,Descending order,True
Class 6,Maths,Term 3,English,ஒழுங்கு அறுங்கோணம்,Regular hexagon,True
Class 6,Maths,Term 3,English,திசை எண்,Directed number,True
Class 6,Maths,Term 3,English,ஒழுங்கு ஐங்கோணம்,Regular pentagon,True
Class 6,Maths,Term 3,English,தEொலை லைவு,Distance,True
Class 6,Maths,Term 3,English,ஒழுங்கு வடிவம்,Regular shapes,True
Class 6,Maths,Term 3,English,சமபகக முக்கோணம்,Equilateral triangle,True
