Class,Subject,Term,Medium,Tamil_Term,English_Term,Needs_Human_Review
Class 6,Science,Term 1,Tamil,பயன்படுத்தும் திறன்்பபேசியிலும்,(Smartphone),False
Class 6,Science,Term 1,Tamil,பகுப்்பபாய்வுப் பொ�ொறியை,(Analogue Computer),False
Class 6,Science,Term 1,Tamil,என அவர் போ�ோற்்றப்படுகிறார்.,(Programmer),False
Class 6,Science,Term 1,Tamil,சிவா: அப்படியெனில் தகவல் என்்றறால் என்்ன,Intelligence,True
Class 6,Science,Term 1,Tamil,சிவா: மென்பொருள் மற்றும்,(Software),False
Class 6,Science,Term 1,Tamil,வன்பொருள் என்று சொ�ொல்கிறார்்களே!,(Hardware),False
Class 6,Science,Term 1,Tamil,கட்்டளைகள் அல்லது நிரல்களின்,(command),False
Class 6,Science,Term 1,Tamil,இருக்கக்கூடிய,(program),True
Class 6,Science,Term 1,Tamil,கருவிகள்,(Indput,True
Class 6,Science,Term 1,Tamil,ஆகும்.,device),True
Class 6,Science,Term 1,Tamil,எடுத்துக்்ககாட்டு: விசைப்பலகை,"(Keyboard),",True
Class 6,Science,Term 1,Tamil,உங்கள் அனைவருக்கும்,"“Windows”, “Linux”",False
Class 6,Science,Term 1,Tamil,சுட்டி போ�ோன்்றவை நாம் உள்ளீடு,(Mouse),False
Class 6,Science,Term 1,Tamil,எனப்படும். எடுத்துக்்ககாட்டு:,(Output device),False
Class 6,Science,Term 1,Tamil,அச்சுப்பொறி கணினித் திரை,"(Printer), (monitor)",False
Class 6,Science,Term 1,Tamil,நான்சி: என்்றறால் என்்ன அய்்யயா?,CPU,False
Class 6,Science,Term 1,Tamil,ஆசிரியர்: இது மையச் செயலகம்,(Central,False
Class 6,Science,Term 1,Tamil,எனப்படும். இது தொ�ொடர்்பபான,Processing Unit),False
Class 6,Science,Term 1,Tamil,மேலும் பல்்வவேறு விவரங்்களை உங்கள்,Computer),True
Class 6,Science,Term 1,Tamil,பின்வரும் வினாக்்களுக்கு விடையளி,IV.,False
Class 6,Science,Term 1,Tamil,பின்வரும் வினாக்்களுக்கு விரிவான விடையளி,V.,False
Class 6,Science,Term 1,Tamil,செய்முறைகக ள் மற்றும் செயல்பாடுககள்,VI.,False
Class 6,Science,Term 1,Tamil,பொ�ொருத்துகக,II.,False
Class 6,Science,Term 1,Tamil,உயர் சிந்்தனை வினா,VII.,False
Class 6,Science,Term 1,Tamil,வாழ்வியல் திறறன்,VIII.,False
Class 6,Science,Term 1,Tamil,இணை ய வளங்்கள்,http://www.ncsc.nic.in/,True
Class 6,Science,Term 1,Tamil,கோ�ோடிட்ட இடங்்களை நிரப்புகக,III.,False
Class 6,Science,Term 1,Tamil,________ என்்பது மற்றவர்்களைப் பற்றி,(The National Commission for Scheduled,True
Class 6,Science,Term 1,Tamil,எதிர்்மறையாக அல்்லது தாழ்வான முறையில்,http://ncst.nic.in/,True
Class 6,Science,Term 1,Tamil,கருதுவதாகும்.,(The National Commission for Scheduled Tribes),True
Class 6,Science,Term 1,Tamil,________ ஆம் ஆண்டு ஏ.பி.ஜே. அப்துல்்கலாம்,http://www.ncw.nic.in/,True
Class 6,Science,Term 1,Tamil,பிறந்தார்.,(The National Commission for Women),True
Class 6,Science,Term 1,Tamil,முனைவர். மணிகுமார்,K.A,False
Class 6,Science,Term 1,Tamil,முனைவர் சுந்தர்,G.,False
Class 6,Science,Term 1,Tamil,சங்கரன்,K R,False
Class 6,Science,Term 1,Tamil,"வரலாற்று உதவிப் பேராசிரியர், கல்லூரி (தன்னாட்சி)",A.V.C,False
Class 6,Science,Term 1,Tamil,"நுங்கம்பாக்கம், சென்்னனை-6","TNTB ESC,",False
Class 6,Science,Term 1,Tamil,"உதவிப் பேராசிரியர், கல்வியியல் கல்லூரி",NKT,False
Class 6,Science,Term 1,Tamil,காந்திராஜன்,K T,False
Class 6,Science,Term 1,Tamil,ஒருங்கிணைப்பாளர்,ICT,False
Class 6,Science,Term 1,Tamil,இணையச் செயல்பாடு ஒருங்கிணைப்பாளர்,In-House - QC,True
Class 6,Science,Term 1,Tamil,ரமேஷ் முனிசாமி,Image Courtesy,True
Class 6,Science,Term 1,Tamil,இந்நூல் 80 ஜி.எஸ்.எம் எலிகண்ட் மேப்லித்தோ தாளில்,"Tamil Virtual Academy, Chennai.",True
